index,gps_code,coordinates,longitude,latitude
4092,SWFQ,"-48.67919921875, -10.392000198364258",-48.67919921875,-10.392000198364258
4093,SWFR,"-47.345699310302734, -15.555100440979004",-47.345699310302734,-15.555100440979004
4094,SWFS,"-54.93388748168945, -13.531389236450195",-54.93388748168945,-13.531389236450195
4095,SWOS,"-52.141618, -16.579439",-52.141618,-16.579439
4096,SWFU,"-59.50055694580078, -16.16694450378418",-59.50055694580078,-16.16694450378418
4097,SWFV,"-45.864788, -20.722335",-45.864788,-20.722335
4098,SWFX,"-50.68960189819336, -11.632399559020996",-50.68960189819336,-11.632399559020996
4099,SWFY,"-50.950557708740234, -9.966943740844727",-50.950557708740234,-9.966943740844727
4100,SDSH,"-56.675869, -9.987398",-56.675869,-9.987398
4101,SWGA,"-60.0172233582, -14.8225002289",-60.0172233582,-14.8225002289
4102,SWGC,"-55.57916, -22.627129",-55.57916,-22.627129
4103,SWFM,"-48.211119, -18.174926",-48.211119,-18.174926
4104,SWGF,"-64.623611, -9.288611",-64.623611,-9.288611
4105,SWUH,"-57.621388, -16.246111",-57.621388,-16.246111
4106,SWGI,"-49.132198333740234, -11.73960018157959",-49.132198333740234,-11.73960018157959
4107,SSXP,"-51.694515, -12.56158",-51.694515,-12.56158
4108,SWGL,"-52.10444259643555, -18.391389846801758",-52.10444259643555,-18.391389846801758
4109,SWGM,"-55.814774, -15.490542",-55.814774,-15.490542
4110,SWGN,"-48.240501, -7.22787",-48.240501,-7.22787
4111,SWGO,"-49.13533, -15.342632",-49.13533,-15.342632
4112,SWGP,"-49.87889862060547, -16.826900482177734",-49.87889862060547,-16.826900482177734
4113,SWGQ,"-57.35416793823242, -14.78083324432373",-57.35416793823242,-14.78083324432373
4114,SWGS,"-50.81999969482422, -9.791666984558105",-50.81999969482422,-9.791666984558105
4115,SWGT,"-50.213333, -17.188056",-50.213333,-17.188056
4116,SWGV,"-52.607777, -12.801944",-52.607777,-12.801944
4117,SWGW,"-51.598609924316406, -15.43777847290039",-51.598609924316406,-15.43777847290039
4118,SWGX,"-37.06416702270508, -10.950278282165527",-37.06416702270508,-10.950278282165527
4119,SWGY,"-50.853374, -29.41732",-50.853374,-29.41732
4120,SWGG,"-57.188846, -14.776846",-57.188846,-14.776846
4121,SWHA,"-49.81638717651367, -14.644721984863281",-49.81638717651367,-14.644721984863281
4122,SWHB,"-47.86805725097656, -15.854999542236328",-47.86805725097656,-15.854999542236328
4123,SWHD,"-53.901218, -23.022277",-53.901218,-23.022277
4124,SWHE,"-54.53444290161133, -10.734443664550781",-54.53444290161133,-10.734443664550781
4125,SWHF,"-48.3338890076, -10.485833168",-48.3338890076,-10.485833168
4126,SWHG,"-50.567222595214844, -17.883888244628906",-50.567222595214844,-17.883888244628906
4127,SWHI,"-47.311667, -21.265",-47.311667,-21.265
4128,SWHJ,"-56.991111755371094, -10.055556297302246",-56.991111755371094,-10.055556297302246
4129,SWHL,"-55.121665954589844, -15.274999618530273",-55.121665954589844,-15.274999618530273
4130,SWHN,"-56.981109619140625, -10.156389236450195",-56.981109619140625,-10.156389236450195
4131,SWHO,"-56.55055618286133, -11.533611297607422",-56.55055618286133,-11.533611297607422
4132,SWHP,"-52.152222, -14.019444",-52.152222,-14.019444
4133,SWHQ,"-59.9391670227, -15.189167022700001",-59.9391670227,-15.189167022700001
4134,SWHS,"-50.38694381713867, -18.053333282470703",-50.38694381713867,-18.053333282470703
4135,SWHT,"-63.072101593, -7.532120227810001",-63.072101593,-7.532120227810001
4136,SWHU,"-50.865278, -22.506667",-50.865278,-22.506667
4137,SWHY,"-48.69, -4.13",-48.69,-4.13
4138,SWHZ,"-55.96555709838867, -10.338610649108887",-55.96555709838867,-10.338610649108887
4139,SWIA,"-46.66939926147461, -14.106399536132812",-46.66939926147461,-14.106399536132812
4140,SWIB,"-54.91416549682617, -10.862777709960938",-54.91416549682617,-10.862777709960938
4141,SWID,"-49.774898529052734, -13.314900398254395",-49.774898529052734,-13.314900398254395
4142,SIGS,"-50.009998, -13.919444",-50.009998,-13.919444
4143,SWIG,"-59.252220153808594, -15.010832786560059",-59.252220153808594,-15.010832786560059
4144,SWII,"-69.69400024414062, -2.939069986343384",-69.69400024414062,-2.939069986343384
4145,SWIJ,"-54.82638931274414, -17.518056869506836",-54.82638931274414,-17.518056869506836
4146,SWIK,"-51.2838897705, -14.917222023",-51.2838897705,-14.917222023
4147,SWIL,"-54.3497238159, -17.015832901",-54.3497238159,-17.015832901
4148,SWIM,"-51.66972351074219, -16.126667022705078",-51.66972351074219,-16.126667022705078
4149,SWIN,"-57.99530029296875, -14.243000030517578",-57.99530029296875,-14.243000030517578
4150,SWIO,"-50.141666412353516, -17.621389389038086",-50.141666412353516,-17.621389389038086
4151,SWIP,"-48.16194534301758, -17.68722152709961",-48.16194534301758,-17.68722152709961
4152,SWIR,"-43.208333, -22.911944",-43.208333,-22.911944
4153,SWIU,"-61.41749954223633, -9.846388816833496",-61.41749954223633,-9.846388816833496
4154,SWIV,"-53.261390686, -1.26805603504",-53.261390686,-1.26805603504
4155,SDNM,"-56.038591, -13.821021",-56.038591,-13.821021
4156,SWIY,"-50.66619873046875, -11.57229995727539",-50.66619873046875,-11.57229995727539
4157,SWJA,"-59.087501525878906, -11.642778396606445",-59.087501525878906,-11.642778396606445
4158,SWJB,"-58.128334045410156, -14.744999885559082",-58.128334045410156,-14.744999885559082
4159,SWJC,"-54.96861267089844, -15.971667289733887",-54.96861267089844,-15.971667289733887
4160,SWJD,"-46.679443359375, -13.452221870422363",-46.679443359375,-13.452221870422363
4161,SWJE,"-52.328609466552734, -16.396944046020508",-52.328609466552734,-16.396944046020508
4162,SWJF,"-58.49444580078125, -10.233332633972168",-58.49444580078125,-10.233332633972168
4163,SWJG,"-57.43388748168945, -14.483611106872559",-57.43388748168945,-14.483611106872559
4164,SBJI,"-61.8465003967, -10.870800018299999",-61.8465003967,-10.870800018299999
4165,SWJJ,"-57.50055694580078, -15.050277709960938",-57.50055694580078,-15.050277709960938
4166,SWJK,"-51.33555603027344, -14.976388931274414",-51.33555603027344,-14.976388931274414
4167,SWJL,"-51.25944519042969, -19.04111099243164",-51.25944519042969,-19.04111099243164
4168,SWJM,"-46.565277099609375, -12.966388702392578",-46.565277099609375,-12.966388702392578
4169,SWJN,"-58.701668, -11.419444",-58.701668,-11.419444
4170,SWJP,"-69.42379760742188, -1.4039299488067627",-69.42379760742188,-1.4039299488067627
4171,SWJQ,"-51.84583282470703, -20.226943969726562",-51.84583282470703,-20.226943969726562
4172,SWJR,"-54.51555633544922, -11.948888778686523",-54.51555633544922,-11.948888778686523
4173,SWJS,"-51.26944351196289, -15.48611068725586",-51.26944351196289,-15.48611068725586
4174,SWXD,"-52.620184, -11.493914",-52.620184,-11.493914
4175,SWJU,"-58.489444732666016, -10.305832862854004",-58.489444732666016,-10.305832862854004
4176,SWJV,"-72.80999755859375, -5.127240180969238",-72.80999755859375,-5.127240180969238
4177,SWJW,"-51.7729988098, -17.8299007416",-51.7729988098,-17.8299007416
4178,SWJX,"-44.1577796936, -19.502222061199998",-44.1577796936,-19.502222061199998
4179,SWJY,"-53.73444366455078, -16.844722747802734",-53.73444366455078,-16.844722747802734
4180,SWJZ,"-54.53388977050781, -15.981389045715332",-54.53388977050781,-15.981389045715332
4181,SWKA,"-51.25722122192383, -15.595277786254883",-51.25722122192383,-15.595277786254883
4182,SWKB,"-67.44583129882812, -9.142499923706055",-67.44583129882812,-9.142499923706055
4183,SWKC,"-57.62990188598633, -16.04360008239746",-57.62990188598633,-16.04360008239746
4184,SWKE,"-49.84222, -11.50861",-49.84222,-11.50861
4185,SWKG,"-54.75194549560547, -13.407221794128418",-54.75194549560547,-13.407221794128418
4186,SWKH,"-55.13277816772461, -15.221111297607422",-55.13277816772461,-15.221111297607422
4187,SWKJ,"-54.608333587646484, -15.398056030273438",-54.608333587646484,-15.398056030273438
4188,SWKL,"-61.99611282348633, -12.557778358459473",-61.99611282348633,-12.557778358459473
4189,SWKM,"-57.50416564941406, -14.644166946411133",-57.50416564941406,-14.644166946411133
4190,SWKO,"-63.132598876953125, -4.134059906005859",-63.132598876953125,-4.134059906005859
4191,SWKP,"-59.2852783203125, -15.242500305175781",-59.2852783203125,-15.242500305175781
4192,SWKQ,"-42.644444, -9.082778",-42.644444,-9.082778
4193,SWKR,"-51.585277557400005, -18.670000076300003",-51.585277557400005,-18.670000076300003
4194,SWKS,"-52.511049, -23.311762",-52.511049,-23.311762
4195,SWKT,"-47.89970016479492, -18.216800689697266",-47.89970016479492,-18.216800689697266
4196,SWKU,"-66.841796875, 1.120609998703003",-66.841796875,1.120609998703003
4197,SWKV,"-55.858333587646484, -10.900833129882812",-55.858333587646484,-10.900833129882812
4198,SWKX,"-58.31719970703125, -16.38360023498535",-58.31719970703125,-16.38360023498535
4199,SWKY,"-47.47305679321289, -20.3397216796875",-47.47305679321289,-20.3397216796875
4200,SWKZ,"-58.25944519042969, -11.717499732971191",-58.25944519042969,-11.717499732971191
4201,SWLA,"-58.63166809082031, -11.884721755981445",-58.63166809082031,-11.884721755981445
4202,SWLB,"-64.76950073242188, -7.278969764709473",-64.76950073242188,-7.278969764709473
4203,SWLC,"-50.956111907958984, -17.8347225189209",-50.956111907958984,-17.8347225189209
4204,SNCK,"-45.338569, -14.88405",-45.338569,-14.88405
4205,SWLF,"-58.20888900756836, -15.620278358459473",-58.20888900756836,-15.620278358459473
4206,SWLG,"-51.905556, -12.999444",-51.905556,-12.999444
4207,SWLI,"-56.46611022949219, -17.008056640625",-56.46611022949219,-17.008056640625
4208,SWLK,"-58.21527862548828, -11.00027847290039",-58.21527862548828,-11.00027847290039
4209,SWLM,"-60.3663902283, -15.2944440842",-60.3663902283,-15.2944440842
4210,SWFF,"-58.471792, -13.417998",-58.471792,-13.417998
4211,SWLO,"-49.0838890076, -26.488056182900003",-49.0838890076,-26.488056182900003
4212,SWLP,"-61.22972106933594, -9.968610763549805",-61.22972106933594,-9.968610763549805
4213,SWLQ,"-61.562748, -7.908888",-61.562748,-7.908888
4214,SWLR,"-59.657222747802734, -15.440555572509766",-59.657222747802734,-15.440555572509766
4215,SWLT,"-54.16722106933594, -10.433889389038086",-54.16722106933594,-10.433889389038086
4216,SWLV,"-56.087398529052734, -15.853400230407715",-56.087398529052734,-15.853400230407715
4217,SWLW,"-44.279444, -2.496389",-44.279444,-2.496389
4218,SWLY,"-51.356143, -20.880883",-51.356143,-20.880883
4219,SWMA,"-46.266666412353516, -11.833610534667969",-46.266666412353516,-11.833610534667969
4220,SWMB,"-49.58833312988281, -17.977222442626953",-49.58833312988281,-17.977222442626953
4221,SWMC,"-47.887779235839844, -21.458332061767578",-47.887779235839844,-21.458332061767578
4222,SIAM,"-59.964081, -3.032591",-59.964081,-3.032591
4223,SWME,"-52.55670166015625, -17.55139923095703",-52.55670166015625,-17.55139923095703
4224,SWMG,"-46.775001525878906, -13.3855562210083",-46.775001525878906,-13.3855562210083
4225,SWMH,"-51.01777648925781, -15.542222023010254",-51.01777648925781,-15.542222023010254
4226,SWMJ,"-56.959999084472656, -19.495832443237305",-56.959999084472656,-19.495832443237305
4227,SWMK,"-66.11509704589844, 0.6282690167427063",-66.11509704589844,0.6282690167427063
4228,SWML,"-46.87138748168945, -13.24972152709961",-46.87138748168945,-13.24972152709961
4229,SWMM,"-60.67499923706055, -9.300277709960938",-60.67499923706055,-9.300277709960938
4230,SWMN,"-50.836666107177734, -15.216388702392578",-50.836666107177734,-15.216388702392578
4231,SWMO,"-54.74222183227539, -17.452777862548828",-54.74222183227539,-17.452777862548828
4232,SWMQ,"-60.55055618286133, -10.416943550109863",-60.55055618286133,-10.416943550109863
4233,SWMR,"-48.08388900756836, -14.250555992126465",-48.08388900756836,-14.250555992126465
4234,SWMT,"-54.82777786254883, -12.657777786254883",-54.82777786254883,-12.657777786254883
4235,SWMU,"-60.7005996704, 4.31639003754",-60.7005996704,4.31639003754
4236,SWMV,"-62.950599670410156, 2.7269399166107178",-62.950599670410156,2.7269399166107178
4237,SWMW,"-57.7248, -3.37217",-57.7248,-3.37217
4238,SWMX,"-49.122100830099996, -17.7614994049",-49.122100830099996,-17.7614994049
4239,SWMY,"-50.700557708740234, -11.566944122314453",-50.700557708740234,-11.566944122314453
4240,SWMZ,"-54.701942443847656, -16.442777633666992",-54.701942443847656,-16.442777633666992
4241,SWNA,"-60.364898681640625, -5.118030071258545",-60.364898681640625,-5.118030071258545
4242,SWNB,"-56.33833312988281, -14.707221984863281",-56.33833312988281,-14.707221984863281
4243,SIKS,"-58.229372, -9.400047",-58.229372,-9.400047
4244,SWND,"-46.825832366899995, -23.509721756",-46.825832366899995,-23.509721756
4245,SWNE,"-39.367075, -17.884849",-39.367075,-17.884849
4246,SSDG,"-55.834751, -12.896987",-55.834751,-12.896987
4247,SWNH,"-51.048099517822266, -14.932499885559082",-51.048099517822266,-14.932499885559082
4248,SWNI,"-62.825557708740234, -10.178055763244629",-62.825557708740234,-10.178055763244629
4249,SWNJ,"-53.491668701171875, -15.12833309173584",-53.491668701171875,-15.12833309173584
4250,SWNK,"-67.312401, -8.83456",-67.312401,-8.83456
4251,SWNL,"-57.70750045776367, -15.19083309173584",-57.70750045776367,-15.19083309173584
4252,SWNM,"-59.6171989440918, 3.8663899898529053",-59.6171989440918,3.8663899898529053
4253,SWNN,"-60.616668701171875, 2.7799999713897705",-60.616668701171875,2.7799999713897705
4254,SWNO,"-59.07833480834961, -3.8877780437469482",-59.07833480834961,-3.8877780437469482
4255,SWNP,"-60.48630142211914, 1.2381900548934937",-60.48630142211914,1.2381900548934937
4256,SWNQ,"-48.49150085449219, -14.434900283813477",-48.49150085449219,-14.434900283813477
4257,SWNR,"-56.7672233581543, -14.483611106872559",-56.7672233581543,-14.483611106872559
4258,SWNS,"-48.9271011353, -16.3623008728",-48.9271011353,-16.3623008728
4259,SWNT,"-50.79861068725586, -18.96500015258789",-50.79861068725586,-18.96500015258789
4260,SWNU,"-56.1, -13.82",-56.1,-13.82
4261,SBNV,"-49.3493, -16.625401",-49.3493,-16.625401
4262,SWNW,"-55.45500183105469, -13.799444198608398",-55.45500183105469,-13.799444198608398
4263,SWNX,"-53.5011100769043, -14.868056297302246",-53.5011100769043,-14.868056297302246
4264,SWNY,"-47.68583297729492, -21.53472137451172",-47.68583297729492,-21.53472137451172
4265,SWNZ,"-47.88750076293945, -15.789167404174805",-47.88750076293945,-15.789167404174805
4266,SWOA,"-49.398887634277344, -16.539443969726562",-49.398887634277344,-16.539443969726562
4267,SWOB,"-66.0831985474, -2.5326099395800004",-66.0831985474,-2.5326099395800004
4268,SWOC,"-57.364723205566406, -22.025278091430664",-57.364723205566406,-22.025278091430664
4269,SSDU,"-58.185139, -16.165826",-58.185139,-16.165826
4270,SWOF,"-60.720001220703125, 2.9380600452423096",-60.720001220703125,2.9380600452423096
4271,SWOG,"-56.96111, -13.7525",-56.96111,-13.7525
4272,SWOH,"-41.805833, -22.356111",-41.805833,-22.356111
4273,SWOI,"-57.56611251831055, -11.816944122314453",-57.56611251831055,-11.816944122314453
4274,SWOJ,"-58.26972198486328, -11.573332786560059",-58.26972198486328,-11.573332786560059
4275,SWOK,"-53.93555450439453, -17.30555534362793",-53.93555450439453,-17.30555534362793
4276,SWOL,"-52.400001525878906, -15.096111297607422",-52.400001525878906,-15.096111297607422
4277,SWOM,"-53.48805618286133, -14.961111068725586",-53.48805618286133,-14.961111068725586
4278,SWON,"-48.696048, -26.561531",-48.696048,-26.561531
4279,SWOO,"-51.39277648925781, -15.071389198303223",-51.39277648925781,-15.071389198303223
4280,SWOP,"-57.62444305419922, -9.787500381469727",-57.62444305419922,-9.787500381469727
4281,SWOR,"-51.223331451416016, -15.450833320617676",-51.223331451416016,-15.450833320617676
4282,SWOT,"-58.895278, -13.943333",-58.895278,-13.943333
4283,SWOU,"-46.698333740234375, -23.614999771118164",-46.698333740234375,-23.614999771118164
4284,SWOV,"-55.40805435180664, -17.50749969482422",-55.40805435180664,-17.50749969482422
4285,SWOW,"-61.61722183227539, -1.4669439792633057",-61.61722183227539,-1.4669439792633057
4286,SWOX,"-56.49555587768555, -15.765556335449219",-56.49555587768555,-15.765556335449219
4287,SWOY,"-52.81222152709961, -16.025278091430664",-52.81222152709961,-16.025278091430664
4288,SWOZ,"-54.899166107177734, -15.310556411743164",-54.899166107177734,-15.310556411743164
4289,SWPA,"-48.155375, -8.997618",-48.155375,-8.997618
4290,SWPB,"-64.41889190673828, -12.418610572814941",-64.41889190673828,-12.418610572814941
4291,SWPC,"-69.7955551147461, 0.2630560100078583",-69.7955551147461,0.2630560100078583
4292,SWPD,"-60.58777618408203, 2.7836110591888428",-60.58777618408203,2.7836110591888428
4293,SWPE,"-55.595001220703125, -10.136388778686523",-55.595001220703125,-10.136388778686523
4294,SWPG,"-57.3782, -11.5404",-57.3782,-11.5404
4295,SWPH,"-52.130001068115234, -15.22611141204834",-52.130001068115234,-15.22611141204834
4296,SWPI,"-56.777198791503906, -2.6730198860168457",-56.777198791503906,-2.6730198860168457
4297,SWPJ,"-53.0344429016, -16.0341663361",-53.0344429016,-16.0341663361
4298,SWPK,"-56.65083312988281, -16.272777557373047",-56.65083312988281,-16.272777557373047
4299,SWPL,"-53.38166809082031, -12.198332786560059",-53.38166809082031,-12.198332786560059
4300,SWPM,"-61.179100036621094, -11.641599655151367",-61.179100036621094,-11.641599655151367
4301,SWPO,"-51.241390228271484, -10.265277862548828",-51.241390228271484,-10.265277862548828
4302,SWPP,"-50.665000915527344, -14.753055572509766",-50.665000915527344,-14.753055572509766
4303,SWPQ,"-51.685001373291, -10.861110687256",-51.685001373291,-10.861110687256
4304,SWPR,"-48.334800720214844, -17.31909942626953",-48.334800720214844,-17.31909942626953
4305,SWPS,"-56.18388748168945, -12.966943740844727",-56.18388748168945,-12.966943740844727
4306,SWPT,"-55.013332366899995, -13.617221832299998",-55.013332366899995,-13.617221832299998
4307,SWPW,"-56.41722106933594, -16.967222213745117",-56.41722106933594,-16.967222213745117
4308,SWPY,"-54.33777618408203, -15.565555572509766",-54.33777618408203,-15.565555572509766
4309,SWPZ,"-46.345401763916016, -14.1181001663208",-46.345401763916016,-14.1181001663208
4310,SWQB,"-46.3916664124, -22.9772224426",-46.3916664124,-22.9772224426
4311,SWQC,"-51.597187, -17.500746",-51.597187,-17.500746
4312,SWQD,"-43.28388977050781, -22.67305564880371",-43.28388977050781,-22.67305564880371
4313,SWQE,"-69.838048, 1.08777",-69.838048,1.08777
4314,SWQF,"-38.981362, -4.238269",-38.981362,-4.238269
