index,gps_code,coordinates,longitude,latitude
2708,SJYT,"-60.76969909667969, 4.71999979019165",-60.76969909667969,4.71999979019165
2709,SJYU,"-60.802799224853516, 4.68556022644043",-60.802799224853516,4.68556022644043
2710,SJYV,"-48.84972381591797, -24.516666412353516",-48.84972381591797,-24.516666412353516
2711,SJYW,"-50.940277099609375, -10.331389427185059",-50.940277099609375,-10.331389427185059
2712,SJYX,"-53.123084, -25.571833",-53.123084,-25.571833
2713,SJYY,"-58.177223205566406, -11.522221565246582",-58.177223205566406,-11.522221565246582
2714,SJYZ,"-54.25749969482422, -15.270277976989746",-54.25749969482422,-15.270277976989746
2715,SJZB,"-58.649723052978516, -10.689443588256836",-58.649723052978516,-10.689443588256836
2716,SJZC,"-35.78499984741211, -8.778888702392578",-35.78499984741211,-8.778888702392578
2717,SJZD,"-56.70305633544922, -17.8619441986084",-56.70305633544922,-17.8619441986084
2718,SJZF,"-52.0180549621582, -20.618610382080078",-52.0180549621582,-20.618610382080078
2719,SJZG,"-51.43611145019531, -10.658332824707031",-51.43611145019531,-10.658332824707031
2720,SJZH,"-54.997779846191406, -10.881667137145996",-54.997779846191406,-10.881667137145996
2721,SJZI,"-46.330833435058594, -23.958332061767578",-46.330833435058594,-23.958332061767578
2722,SJZJ,"-45.529720306396484, -22.698055267333984",-45.529720306396484,-22.698055267333984
2723,SJZK,"-43.397220611572266, -22.956666946411133",-43.397220611572266,-22.956666946411133
2724,SJZL,"-46.69138717651367, -23.592500686645508",-46.69138717651367,-23.592500686645508
2725,SJZM,"-46.747222900390625, -12.60694408416748",-46.747222900390625,-12.60694408416748
2726,SJZN,"-39.0091667175293, -16.241666793823242",-39.0091667175293,-16.241666793823242
2727,SJZO,"-56.76333236694336, -18.46555519104004",-56.76333236694336,-18.46555519104004
2728,SJZP,"-55.4647216796875, -9.833056449890137",-55.4647216796875,-9.833056449890137
2729,SJZQ,"-44.94694519042969, -10.564167022705078",-44.94694519042969,-10.564167022705078
2730,SJZR,"-44.35333251953125, -7.4447221755981445",-44.35333251953125,-7.4447221755981445
2731,SJZS,"-44.8224983215332, -7.539999961853027",-44.8224983215332,-7.539999961853027
2732,SJZT,"-43.73611068725586, -13.238611221313477",-43.73611068725586,-13.238611221313477
2733,SJZU,"-46.682777404785156, -23.585277557373047",-46.682777404785156,-23.585277557373047
2734,SJZV,"-47.29499816894531, -23.29833221435547",-47.29499816894531,-23.29833221435547
2735,SJZW,"-48.73805618286133, -23.286666870117188",-48.73805618286133,-23.286666870117188
2736,SJZX,"-57.918888092041016, -20.02638816833496",-57.918888092041016,-20.02638816833496
2737,SJZY,"-46.848331451416016, -23.5",-46.848331451416016,-23.5
2738,SJZZ,"-53.93583297729492, -15.017499923706055",-53.93583297729492,-15.017499923706055
2739,SNAA,"-51.716482, -19.097706",-51.716482,-19.097706
2740,SNAB,"-40.535499572753906, -7.5867600440979",-40.535499572753906,-7.5867600440979
2741,SNAC,"-50.08890151977539, -7.036670207977295",-50.08890151977539,-7.036670207977295
2742,SNAD,"-46.779720306396484, -3.3277781009674072",-46.779720306396484,-3.3277781009674072
2743,SNAE,"-37.088199615478516, -8.407879829406738",-37.088199615478516,-8.407879829406738
2744,SNAF,"-48.03361129760742, -19.946943283081055",-48.03361129760742,-19.946943283081055
2745,SNAG,"-48.190498, -18.668301",-48.190498,-18.668301
2746,SNAH,"-38.088799, -10.5809",-38.088799,-10.5809
2747,SNAI,"-45.950557708740234, -9.083610534667969",-45.950557708740234,-9.083610534667969
2748,SNAJ,"-48.3355560303, -3.421667099",-48.3355560303,-3.421667099
2749,SNAK,"-50.073333740234375, -6.081666946411133",-50.073333740234375,-6.081666946411133
2750,SNAL,"-36.62919998168945, -9.775360107421875",-36.62919998168945,-9.775360107421875
2751,SNAM,"-44.892899, -20.9135",-44.892899,-20.9135
2752,SNAN,"-53.877971, -28.066935",-53.877971,-28.066935
2753,SNAO,"-42.051559, -22.512645",-42.051559,-22.512645
2754,SNAP,"-43.323102, -15.732",-43.323102,-15.732
2755,SNAQ,"-46.77972222219999, -23.154166666699997",-46.77972222219999,-23.154166666699997
2756,SNAR,"-40.66722, -16.18389",-40.66722,-16.18389
2757,SNAS,"-45.18899917602539, -18.222400665283203",-45.18899917602539,-18.222400665283203
2758,SNAT,"-37.79999923706055, -4.567140102386475",-37.79999923706055,-4.567140102386475
2759,SISG,"-37.082921, -10.901452",-37.082921,-10.901452
2760,SNAV,"-40.36944, -9.50417",-40.36944,-9.50417
2761,SNAX,"-50.453056, -22.64",-50.453056,-22.64
2762,SNAY,"-51.74611282348633, -6.281110763549805",-51.74611282348633,-6.281110763549805
2763,SJVW,"-45.723528, -11.954774",-45.723528,-11.954774
2764,SNBC,"-45.215833, -5.5025",-45.215833,-5.5025
2765,SNBD,"-40.82429885864258, -9.462010383605957",-40.82429885864258,-9.462010383605957
2766,SNBF,"-52.752222, -13.355555",-52.752222,-13.355555
2767,SNBG,"-41.04180145263672, -19.499000549316406",-41.04180145263672,-19.499000549316406
2768,SNBH,"-43.94472122192383, -19.981943130493164",-43.94472122192383,-19.981943130493164
2769,SNBI,"-44.81999969482422, -4.227709770202637",-44.81999969482422,-4.227709770202637
2770,SNBJ,"-36.441200256347656, -8.345270156860352",-36.441200256347656,-8.345270156860352
2771,SNBL,"-38.87189865112305, -15.871700286865234",-38.87189865112305,-15.871700286865234
2772,SNBM,"-42.39440155029297, -21.126100540161133",-42.39440155029297,-21.126100540161133
2773,SNBN,"-50.491668701171875, -2.875833034515381",-50.491668701171875,-2.875833034515381
2774,SNBO,"-42.72890090942383, -12.790599822998047",-42.72890090942383,-12.790599822998047
2775,SNBP,"-50.372972, -19.067351",-50.372972,-19.067351
2776,SNBQ,"-46.658533, -23.553977",-46.658533,-23.553977
2777,SNBR,"-45.00899887084961, -12.078900337219238",-45.00899887084961,-12.078900337219238
2778,SNBS,"-46.05329895019531, -7.52603006362915",-46.05329895019531,-7.52603006362915
2779,SNBT,"-44.55055618286133, -7.216944217681885",-44.55055618286133,-7.216944217681885
2780,SSXH,"-41.817501, -14.2554",-41.817501,-14.2554
2781,SNBV,"-47.517398834228516, -2.5233099460601807",-47.517398834228516,-2.5233099460601807
2782,SNBW,"-49.66722106933594, -2.8002779483795166",-49.66722106933594,-2.8002779483795166
2783,SNBX,"-43.147499084472656, -11.08080005645752",-43.147499084472656,-11.08080005645752
2784,SNBY,"-45.9723014831543, -20.036399841308594",-45.9723014831543,-20.036399841308594
2785,SNBZ,"-42.249168395996094, -13.446110725402832",-42.249168395996094,-13.446110725402832
2786,SNCA,"-45.33509826660156, -20.89229965209961",-45.33509826660156,-20.89229965209961
2787,SNCB,"-53.939720153808594, -2.523611068725586",-53.939720153808594,-2.523611068725586
2788,SNCD,"-34.875831604003906, -7.690556049346924",-34.875831604003906,-7.690556049346924
2789,SNCE,"-45.8046989440918, -21.10610008239746",-45.8046989440918,-21.10610008239746
2790,SNCF,"-52.2591667175293, -3.2952780723571777",-52.2591667175293,-3.2952780723571777
2791,SNCG,"-45.779167175293, -21.226110458374",-45.779167175293,-21.226110458374
2792,SNCH,"-45.49811, -23.657645",-45.49811,-23.657645
2793,SNCI,"-47.200599670410156, -1.2309999465942383",-47.200599670410156,-1.2309999465942383
2794,SNCJ,"-54.70500183105469, -2.5466670989990234",-54.70500183105469,-2.5466670989990234
2795,SNCL,"-38.90999984741211, -13.389444351196289",-38.90999984741211,-13.389444351196289
2796,SNCM,"-38.2088890076, -4.02361106873",-38.2088890076,-4.02361106873
2797,SNCN,"-47.893585, -15.795701",-47.893585,-15.795701
2798,SNCO,"-55.063155, -23.516971",-55.063155,-23.516971
2799,SNCP,"-46.0172233581543, -1.2502779960632324",-46.0172233581543,-1.2502779960632324
2800,SNCQ,"-39.0330543518, -10.5272216797",-39.0330543518,-10.5272216797
2801,SNCR,"-43.9555549621582, -19.963056564331055",-43.9555549621582,-19.963056564331055
2802,SNCS,"-40.35850143432617, -7.053020000457764",-40.35850143432617,-7.053020000457764
2803,SNCT,"-42.112098693847656, -19.725299835205078",-42.112098693847656,-19.725299835205078
2804,SNCU,"-44.866944, -1.821111",-44.866944,-1.821111
2805,SNCV,"-49.494998931884766, -19.53809928894043",-49.494998931884766,-19.53809928894043
2806,SNCW,"-44.396400451660156, -2.372999906539917",-44.396400451660156,-2.372999906539917
2807,SNCX,"-40.57939910888672, -19.48699951171875",-40.57939910888672,-19.48699951171875
2808,SNCY,"-36.286109924316406, -10.220832824707031",-36.286109924316406,-10.220832824707031
2809,SNCZ,"-42.916500091552734, -20.40329933166504",-42.916500091552734,-20.40329933166504
2810,SNDB,"-54.910831451416016, -4.0855560302734375",-54.910831451416016,-4.0855560302734375
2811,SNDC,"-49.97990036010742, -8.033289909362793",-49.97990036010742,-8.033289909362793
2812,SNDE,"-43.180207, -22.908681",-43.180207,-22.908681
2813,SNDG,"-44.43170166015625, -5.573609828948975",-44.43170166015625,-5.573609828948975
2814,SNDH,"-45.033695, -12.162858",-45.033695,-12.162858
2815,SNDJ,"-44.03916549682617, -12.97611141204834",-44.03916549682617,-12.97611141204834
2816,SNDK,"-46.618610382099995, -23.5580558777",-46.618610382099995,-23.5580558777
2817,SNDL,"-39.12623, -3.345783",-39.12623,-3.345783
2818,SNDM,"-46.4352, -23.4404",-46.4352,-23.4404
2819,SICU,"-47.015343, -16.711423",-47.015343,-16.711423
2820,SNDP,"-48.598331451416016, -2.2602779865264893",-48.598331451416016,-2.2602779865264893
2821,SNDQ,"-45.56944274902344, -12.921111106872559",-45.56944274902344,-12.921111106872559
2822,SNDR,"-42.87369918823242, -5.079790115356445",-42.87369918823242,-5.079790115356445
2823,SNDT,"-43.650398254399995, -18.232000351",-43.650398254399995,-18.232000351
2824,SNDU,"-45.998056, -20.638333",-45.998056,-20.638333
2825,SNDV,"-44.870899200439, -20.180700302124",-44.870899200439,-20.180700302124
2826,SNDW,"-41.0172233581543, -15.717222213745117",-41.0172233581543,-15.717222213745117
2827,SNDX,"-36.32638931274414, -10.039999961853027",-36.32638931274414,-10.039999961853027
2828,SNDY,"-45.58440017700195, -19.457199096679688",-45.58440017700195,-19.457199096679688
2829,SNDZ,"-43.9661102295, -19.8419437408",-43.9661102295,-19.8419437408
2830,SNEA,"-47.86555480957031, -18.721389770507812",-47.86555480957031,-18.721389770507812
2831,SNEB,"-47.31694412231445, -3.025278091430664",-47.31694412231445,-3.025278091430664
2832,SNEC,"-39.1430549621582, -16.713056564331055",-39.1430549621582,-16.713056564331055
2833,SNED,"-38.954700469971, -15.666999816895",-38.954700469971,-15.666999816895
2834,SNEF,"-44.645556, -23.190833",-44.645556,-23.190833
2835,SNEG,"-57.888688, -14.650115",-57.888688,-14.650115
2836,SNEH,"-57.625831604003906, -5.167222023010254",-57.625831604003906,-5.167222023010254
2837,SNEI,"-52.169479, -30.175022",-52.169479,-30.175022
2838,SNEJ,"-46.037498474121094, -22.859722137451172",-46.037498474121094,-22.859722137451172
2839,SNEK,"-46.23638916015625, -16.883888244628906",-46.23638916015625,-16.883888244628906
2840,SNEL,"-54.90055465698242, -2.6669440269470215",-54.90055465698242,-2.6669440269470215
2841,SNEM,"-34.892799377441406, -8.094169616699219",-34.892799377441406,-8.094169616699219
2842,SNEN,"-44.137779235839844, -5.813333034515381",-44.137779235839844,-5.813333034515381
2843,SWDT,"-49.199524, -16.438905",-49.199524,-16.438905
2844,SNEQ,"-43.222778, -22.912778",-43.222778,-22.912778
2845,SNER,"-45.436777, -22.412919",-45.436777,-22.412919
2846,SNES,"-37.950279235839844, -11.750555992126465",-37.950279235839844,-11.750555992126465
2847,SNET,"-55.215984, -21.273939",-55.215984,-21.273939
2848,SNEU,"-39.03269958496094, -10.527299880981445",-39.03269958496094,-10.527299880981445
2849,SNEV,"-49.139444, -26.880556",-49.139444,-26.880556
2850,SNEW,"-50.95130157470703, -19.662599563598633",-50.95130157470703,-19.662599563598633
2851,SNEX,"-47.796186, -20.79301",-47.796186,-20.79301
2852,SNEY,"-39.90361022949219, -13.102499961853027",-39.90361022949219,-13.102499961853027
2853,SNEZ,"-50.714757, -15.960277",-50.714757,-15.960277
2854,SNFA,"-46.521198, -16.7162",-46.521198,-16.7162
2855,SDVM,"-59.047437, -14.773264",-59.047437,-14.773264
2856,SNFC,"-46.7099990845, -19.8516674042",-46.7099990845,-19.8516674042
2857,SNFE,"-45.932098, -21.4314",-45.932098,-21.4314
2858,SNFF,"-38.616943359375, -3.809443950653076",-38.616943359375,-3.809443950653076
2859,SJAC,"-47.184197, -1.840391",-47.184197,-1.840391
2860,SWFD,"-55.381143, -22.559118",-55.381143,-22.559118
2861,SNFI,"-48.86166763305664, -18.387500762939453",-48.86166763305664,-18.387500762939453
2862,SNFJ,"-56.59333419799805, -9.06277847290039",-56.59333419799805,-9.06277847290039
2863,SNFL,"-56.302223205566406, -6.050556182861328",-56.302223205566406,-6.050556182861328
2864,SNFM,"-43.835277777799995, -19.965833333299997",-43.835277777799995,-19.965833333299997
2865,SNFN,"-47.87, -20.94",-47.87,-20.94
2866,SNFO,"-45.48360061645508, -20.395299911499023",-45.48360061645508,-20.395299911499023
2867,SNFP,"-55.788612365722656, -12.181388854980469",-55.788612365722656,-12.181388854980469
2868,SIAC,"-45.763611, -22.147502",-45.763611,-22.147502
2869,SNFR,"-38.94960021972656, -8.769590377807617",-38.94960021972656,-8.769590377807617
2870,SNFS,"-45.7372207642, -11.871389389",-45.7372207642,-11.871389389
2871,SSDM,"-38.989373, -13.834423",-38.989373,-13.834423
2872,SNFU,"-48.95840072631836, -20.00279998779297",-48.95840072631836,-20.00279998779297
2873,SNFV,"-38.39583206176758, -12.666666984558105",-38.39583206176758,-12.666666984558105
2874,SNFW,"-42.250556, -8.391111",-42.250556,-8.391111
2875,SNFX,"-51.9523, -6.6413",-51.9523,-6.6413
2876,SNFY,"-34.938564, -8.009756",-34.938564,-8.009756
2877,SNFZ,"-43.939852, -17.405837",-43.939852,-17.405837
2878,SNGA,"-40.491901397700005, -20.646499633800005",-40.491901397700005,-20.646499633800005
2879,SNGB,"-45.36722183227539, -9.833610534667969",-45.36722183227539,-9.833610534667969
2880,SNGC,"-57.04888916015625, -7.193611145019531",-57.04888916015625,-7.193611145019531
2881,SNGD,"-43.58219909667969, -6.782219886779785",-43.58219909667969,-6.782219886779785
2882,SNGE,"-34.90194, -8.06667",-34.90194,-8.06667
2883,SNGF,"-35.504722595214844, -8.191389083862305",-35.504722595214844,-8.191389083862305
2884,SNGG,"-44.37110137939453, -9.057250022888184",-44.37110137939453,-9.057250022888184
2885,SNGI,"-42.74610137939453, -14.208200454711914",-42.74610137939453,-14.208200454711914
2886,SNGK,"-48.97222137451172, -19.04833221435547",-48.97222137451172,-19.04833221435547
2887,SNGL,"-47.559444, -23.181944",-47.559444,-23.181944
2888,SNGN,"-36.47159957885742, -8.834280014038086",-36.47159957885742,-8.834280014038086
2889,SNGO,"-48.58222198486328, -19.04777717590332",-48.58222198486328,-19.04777717590332
2890,SNGP,"-48.86916732788086, -18.586944580078125",-48.86916732788086,-18.586944580078125
2891,SNGQ,"-48.7680549621582, -4.250833034515381",-48.7680549621582,-4.250833034515381
2892,SNGR,"-51.133888244628906, -7.783610820770264",-51.133888244628906,-7.783610820770264
2893,SNGS,"-35.75777816772461, -9.587499618530273",-35.75777816772461,-9.587499618530273
2894,SNGT,"-42.5181999206543, -11.441699981689453",-42.5181999206543,-11.441699981689453
2895,SNGW,"-48.17388916015625, -3.7633330821990967",-48.17388916015625,-3.7633330821990967
2896,SNGX,"-46.731201171875, -21.326400756835938",-46.731201171875,-21.326400756835938
2897,SNGY,"-46.8267, -23.0683",-46.8267,-23.0683
2898,SNGZ,"-46.845, -23.340278",-46.845,-23.340278
2899,SWTX,"-39.290401, -14.8105",-39.290401,-14.8105
2900,SNHB,"-39.00027847289999, -3.40027809143",-39.00027847289999,-3.40027809143
2901,SNHC,"-45.44, -23.657222",-45.44,-23.657222
2902,SNHD,"-48.130278, -19.0775",-48.130278,-19.0775
2903,SWWF,"-48.193333, -19.305833",-48.193333,-19.305833
2904,SNHF,"-47.816985, -15.774067",-47.816985,-15.774067
2905,SNHG,"-49.621111, -12.341389",-49.621111,-12.341389
2906,SNHH,"-45.478057861328125, -22.426666259765625",-45.478057861328125,-22.426666259765625
2907,SNHI,"-36.38444519042969, -5.127500057220459",-36.38444519042969,-5.127500057220459
2908,SNHJ,"-49.914722, -21.095",-49.914722,-21.095
2909,SNHK,"-45.13833236694336, -20.434444427490234",-45.13833236694336,-20.434444427490234
2910,SNHM,"-38.53083419799805, -13.008333206176758",-38.53083419799805,-13.008333206176758
2911,SNHN,"-44.0533332824707, -19.891111373901367",-44.0533332824707,-19.891111373901367
2912,SNHO,"-41.07638931274414, -15.836111068725586",-41.07638931274414,-15.836111068725586
2913,SNHQ,"-39.93194580078125, -16.181110382080078",-39.93194580078125,-16.181110382080078
2914,SNHR,"-47.35944366455078, -19.363056182861328",-47.35944366455078,-19.363056182861328
2915,SNHS,"-38.3288002014, -8.0623998642",-38.3288002014,-8.0623998642
2916,SNHT,"-46.59611129760742, -21.780277252197266",-46.59611129760742,-21.780277252197266
2917,SNHU,"-47.47, -4.57",-47.47,-4.57
2918,SNHW,"-46.22833251953125, -4.3222222328186035",-46.22833251953125,-4.3222222328186035
2919,SNHX,"-47.440834045399995, -17.3624992371",-47.440834045399995,-17.3624992371
2920,SNHY,"-34.89500045776367, -8.066944122314453",-34.89500045776367,-8.066944122314453
2921,SNHZ,"-60.05, -3.0925",-60.05,-3.0925
2922,SNIA,"-47.59916687011719, -1.127221941947937",-47.59916687011719,-1.127221941947937
2923,SNIB,"-40.269901275634766, -12.5",-40.269901275634766,-12.5
2924,SNIC,"-41.84700012207031, -11.339900016784668",-41.84700012207031,-11.339900016784668
2925,SNID,"-46.66777801513672, -23.556110382080078",-46.66777801513672,-23.556110382080078
2926,SNIE,"-42.494598388671875, -14.012100219726562",-42.494598388671875,-14.012100219726562
2927,SNIF,"-56.43611145019531, -5.717222213745117",-56.43611145019531,-5.717222213745117
2928,SNIG,"-39.293800354003906, -6.346640110015869",-39.293800354003906,-6.346640110015869
2929,SNII,"-56.55055618286133, -6.816944122314453",-56.55055618286133,-6.816944122314453
2930,SNIJ,"-35.008609771728516, -8.363332748413086",-35.008609771728516,-8.363332748413086
2931,SNIK,"-42.850555419921875, -17.850555419921875",-42.850555419921875,-17.850555419921875
2932,SNIL,"-48.881387, -3.900002",-48.881387,-3.900002
2933,SNIM,"-51.516238, -27.175885",-51.516238,-27.175885
2934,SNIN,"-53.483890533447266, -1.8002779483795166",-53.483890533447266,-1.8002779483795166
2935,SNIO,"-38.516944885253906, -11.11722183227539",-38.516944885253906,-11.11722183227539
2936,SNIP,"-40.277198791503906, -15.244500160217285",-40.277198791503906,-15.244500160217285
2937,SNIQ,"-46.878991, -17.177657",-46.878991,-17.177657
2938,SNIR,"-43.5988883972168, -5.7427778244018555",-43.5988883972168,-5.7427778244018555
2939,SNIS,"-43.5977783203125, -5.196944236755371",-43.5977783203125,-5.196944236755371
2940,SNIT,"-43.22209930419922, -12.168600082397461",-43.22209930419922,-12.168600082397461
2941,SNIU,"-39.733890533447266, -14.133889198303223",-39.733890533447266,-14.133889198303223
2942,SNIV,"-49.8825, -18.646389",-49.8825,-18.646389
2943,SNIX,"-59.100278, -13.553333",-59.100278,-13.553333
2944,SNIY,"-37.66694259643555, -8.50027847290039",-37.66694259643555,-8.50027847290039
2945,SNIZ,"-60.119444, -12.8825",-60.119444,-12.8825
2946,SNJA,"-35.956668853759766, -5.63861083984375",-35.956668853759766,-5.63861083984375
2947,SNJB,"-40.5531005859375, -11.163200378417969",-40.5531005859375,-11.163200378417969
2948,SNJC,"-47.3922233581543, -5.961111068725586",-47.3922233581543,-5.961111068725586
2949,SDIY,"-38.906799, -12.2003",-38.906799,-12.2003
2950,SDZI,"-46.005, -14.795278",-46.005,-14.795278
2951,SNJG,"-50.7055555556, -14.5766666667",-50.7055555556,-14.5766666667
2952,SNJH,"-40.04222106933594, -11.452777862548828",-40.04222106933594,-11.452777862548828
2953,SNJI,"-44.64950180053711, -17.186800003051758",-44.64950180053711,-17.186800003051758
2954,SNJJ,"-55.379722, -20.715278",-55.379722,-20.715278
2955,SNJK,"-40.07160186767578, -13.877699851989746",-40.07160186767578,-13.877699851989746
2956,SNJL,"-43.1875, -21.845556259155273",-43.1875,-21.845556259155273
2957,SNJM,"-42.18388748168945, -20.259721755981445",-42.18388748168945,-20.259721755981445
2958,SNJN,"-44.385501861572266, -15.473799705505371",-44.385501861572266,-15.473799705505371
2959,SNJO,"-34.84159851074219, -7.091989994049072",-34.84159851074219,-7.091989994049072
2960,SNJP,"-46.119998931884766, -17.787500381469727",-46.119998931884766,-17.787500381469727
2961,SNJQ,"-41.03689956665039, -16.4419002532959",-41.03689956665039,-16.4419002532959
2962,SNJR,"-44.2247238159, -21.0849990845",-44.2247238159,-21.0849990845
2963,SNJS,"-36.731666564941406, -6.541110992431641",-36.731666564941406,-6.541110992431641
2964,SNJT,"-43.401668548583984, -15.654167175292969",-43.401668548583984,-15.654167175292969
2965,SNJV,"-43.73833, -15.998333",-43.73833,-15.998333
2966,SNJW,"-47.42150115966797, -20.040300369262695",-47.42150115966797,-20.040300369262695
2967,SNJX,"-43.364723205566406, -21.781389236450195",-43.364723205566406,-21.781389236450195
2968,SNJY,"-36.821944, -5.3825",-36.821944,-5.3825
2969,SNJZ,"-52.934722900390625, -7.076388835906982",-52.934722900390625,-7.076388835906982
2970,SNKA,"-48.9075, -23.253889",-48.9075,-23.253889
2971,SNKB,"-35.99027633666992, -7.178332805633545",-35.99027633666992,-7.178332805633545
2972,SNKC,"-44.54666667, -14.17277778",-44.54666667,-14.17277778
2973,SNKD,"-43.43389892578125, -19.020299911499023",-43.43389892578125,-19.020299911499023
2974,SNKE,"-50.32849884033203, -9.31997013092041",-50.32849884033203,-9.31997013092041
2975,SNKF,"-43.797444, -20.738585",-43.797444,-20.738585
2976,SNKG,"-46.30861282348633, -23.383333206176758",-46.30861282348633,-23.383333206176758
2977,SNKH,"-57.11722183227539, -8.116944313049316",-57.11722183227539,-8.116944313049316
2978,SNKI,"-41.1856002808, -20.834299087499996",-41.1856002808,-20.834299087499996
2979,SNKJ,"-51.45138931274414, -8.34416675567627",-51.45138931274414,-8.34416675567627
2980,SNKK,"-37.07830047607422, -6.439169883728027",-37.07830047607422,-6.439169883728027
2981,SNKL,"-44.2338981628418, -5.966939926147461",-44.2338981628418,-5.966939926147461
2982,SNKM,"-35.17527770996094, -8.09749984741211",-35.17527770996094,-8.09749984741211
2983,SNKN,"-36.540279388427734, -6.280832767486572",-36.540279388427734,-6.280832767486572
2984,SNKO,"-42.6348991394043, -11.99940013885498",-42.6348991394043,-11.99940013885498
2985,SNKQ,"-47.845001220703125, -2.39194393157959",-47.845001220703125,-2.39194393157959
2986,SNKR,"-45.136390686035156, -10.451944351196289",-45.136390686035156,-10.451944351196289
2987,SNKS,"-44.467220306396484, -10.950278282165527",-44.467220306396484,-10.950278282165527
2988,SNKT,"-56.58944320678711, -6.8444437980651855",-56.58944320678711,-6.8444437980651855
2989,SNKU,"-39.133609771728516, -9.900555610656738",-39.133609771728516,-9.900555610656738
2990,SNKV,"-50.516700744599994, 1.04278004169",-50.516700744599994,1.04278004169
2991,SNKW,"-50.636389, -21.918889",-50.636389,-21.918889
2992,SNKX,"-48.628055572509766, -1.9716670513153076",-48.628055572509766,-1.9716670513153076
2993,SNKY,"-48.834444, -3.664444",-48.834444,-3.664444
2994,SNKZ,"-53.85555648803711, -23.20138931274414",-53.85555648803711,-23.20138931274414
2995,SNLA,"-49.719444274902344, -6.567500114440918",-49.719444274902344,-6.567500114440918
2996,SNLB,"-41.8571, -13.6613",-41.8571,-13.6613
2997,SNLC,"-50.0172233581543, -7.966944217681885",-50.0172233581543,-7.966944217681885
2998,SNLD,"-56.494720458984375, -5.696667194366455",-56.494720458984375,-5.696667194366455
2999,SNLE,"-46.872222, -23.496667",-46.872222,-23.496667
3000,SNLF,"-48.738887786865234, -19.813888549804688",-48.738887786865234,-19.813888549804688
3001,SNLG,"-43.74638748168945, -19.398611068725586",-43.74638748168945,-19.398611068725586
3002,SNLH,"-41.60916519165039, -20.140277862548828",-41.60916519165039,-20.140277862548828
3003,SNLI,"-45.49480056762695, -19.15559959411621",-45.49480056762695,-19.15559959411621
3004,SNLJ,"-61.25, -9.516667366027832",-61.25,-9.516667366027832
3005,SNLK,"-61.04666519165039, -9.715832710266113",-61.04666519165039,-9.715832710266113
3006,SNBD,"-35.03974, -8.580003",-35.03974,-8.580003
3007,SNLM,"-58.9002761841, -15.614167213399998",-58.9002761841,-15.614167213399998
3008,SNLN,"-40.06949996948242, -19.355199813842773",-40.06949996948242,-19.355199813842773
3009,SNLO,"-45.044498443603516, -22.090900421142578",-45.044498443603516,-22.090900421142578
3010,SNLP,"-46.39083480834961, -22.994443893432617",-46.39083480834961,-22.994443893432617
3011,SNLQ,"-50.41590118408203, -14.065799713134766",-50.41590118408203,-14.065799713134766
3012,SNLR,"-46.57194519042969, -23.530832290649414",-46.57194519042969,-23.530832290649414
3013,SNLS,"-43.8477783203125, -19.704721450805664",-43.8477783203125,-19.704721450805664
3014,SNLT,"-41.15388870239258, -8.166388511657715",-41.15388870239258,-8.166388511657715
3015,SIBI,"-37.196016, -10.838153",-37.196016,-10.838153
3016,SNLV,"-43.459442138671875, -17.73583221435547",-43.459442138671875,-17.73583221435547
3017,SNLX,"-48.393333435058594, -4.800556182861328",-48.393333435058594,-4.800556182861328
3018,SNLY,"-45.554901123046875, -20.061399459838867",-45.554901123046875,-20.061399459838867
3019,SNLZ,"-49.5911102295, -9.431943893429999",-49.5911102295,-9.431943893429999
3020,SNMA,"-54.07419967651367, -1.9958000183105469",-54.07419967651367,-1.9958000183105469
3021,SNMB,"-39.62139892578125, -5.744170188903809",-39.62139892578125,-5.744170188903809
3022,SNMC,"-42.672298431396484, -13.024999618530273",-42.672298431396484,-13.024999618530273
3023,SNMD,"-56.844722747802734, -6.820556163787842",-56.844722747802734,-6.820556163787842
3024,SNME,"-38.02360916137695, -12.48972225189209",-38.02360916137695,-12.48972225189209
3025,SNMF,"-46.25055694580078, -21.350555419921875",-46.25055694580078,-21.350555419921875
3026,SNMG,"-38.4908332824707, -3.766666889190674",-38.4908332824707,-3.766666889190674
3027,SNMI,"-39.883331298828125, -9.834721565246582",-39.883331298828125,-9.834721565246582
3028,SNMJ,"-40.4333000183, -13.433300018299999",-40.4333000183,-13.433300018299999
3029,SNMK,"-43.97909927368164, -15.093000411987305",-43.97909927368164,-15.093000411987305
3030,SNML,"-35.829444885253906, -9.54444408416748",-35.829444885253906,-9.54444408416748
3031,SNMM,"-45.353057861328125, -18.593889236450195",-45.353057861328125,-18.593889236450195
3032,SNMN,"-42.58388900756836, -17.233888626098633",-42.58388900756836,-17.233888626098633
3033,SNMO,"-38.383609771728516, -5.083611011505127",-38.383609771728516,-5.083611011505127
3034,SNMP,"-46.538055419921875, -17.323055267333984",-46.538055419921875,-17.323055267333984
3035,SNMQ,"-48.8658332824707, -26.316389083862305",-48.8658332824707,-26.316389083862305
3036,SNMR,"-38.983890533447266, -14.11722183227539",-38.983890533447266,-14.11722183227539
3037,SNMS,"-46.958900451660156, -21.175800323486328",-46.958900451660156,-21.175800323486328
3038,SNMU,"-39.864200592041016, -18.048900604248047",-39.864200592041016,-18.048900604248047
3039,SNMV,"-53.75, -18.350000381469727",-53.75,-18.350000381469727
3040,SNMW,"-61.052223205566406, -9.999444007873535",-61.052223205566406,-9.999444007873535
3041,SNMX,"-39.83369827270508, -18.72130012512207",-39.83369827270508,-18.72130012512207
